title,bvid,link,up,play,bulletchat,reply,like,coin,favorite,share,labels
天玑9300性能前瞻：发哥太强了！,BV1dQ4y1J7LC,https://b23.tv/BV1dQ4y1J7LC,极客湾Geekerwan,2123498,21168,15535,138540,55859,17495,41264,"['科技', '数码', '手机', '评测', '天玑', '天玑9300', 'MTK', '发哥', '联发科']"
千古佳话？政治谎言？尧舜禅让心甘情愿？《史记》原文全解读【故事】02,BV1cN4y1D7Bw,https://b23.tv/BV1cN4y1D7Bw,木鱼水心,2481263,11213,4265,237365,196583,59432,7150,"['影视', '影视杂谈', '历史', '人文', '知识', '木鱼水心', '故事HISTORY', '史记', '司马迁', '尧舜', '禅让', '二十四史']"
唱《奢香夫人》，做气质学生,BV1TG41197SK,https://b23.tv/BV1TG41197SK,努力生活的西鱼,4974369,8554,6778,291856,67124,53032,18786,"['奢香夫人', '翻唱的N种打开方式', '音乐', '翻唱', '翻唱', '凤凰传奇', '唱歌', '女声', '校园']"
【刘宇宁X关大洲】一开口就是中国人心中的江湖！磁性烟嗓蕴含锋芒剑意，诸君且听《龙吟》！,BV1t94y1G7A1,https://b23.tv/BV1t94y1G7A1,网易逆水寒,1424906,16470,6877,39899,19476,20503,11773,"['逆水寒手游', '音乐', '原创音乐', '刘宇宁', '关大洲', '音乐', '武侠', '龙吟', '江湖', 'mmo']"
《绝区零》降噪测试预告 | 请戴好安全帽，我们出发！,BV1WC4y1H75n,https://b23.tv/BV1WC4y1H75n,绝区零,6272115,9532,18396,373699,93902,57216,66769,"['游戏', '手机游戏', '绝区零']"
大圣展开，坐杀博徒!,BV1mu4y1h7zU,https://b23.tv/BV1mu4y1h7zU,鹿云清,1665299,588,1412,187827,31280,62644,4237,"['All My People', '鬼畜星探企划', '鬼畜', '人力VOCALOID', '孙悟空', '搞笑', '齐天大圣', '西游记', 'All my people', '坐杀博徒', '赌狗摇', '蜜汁带感', '悟空传']"
【新英雄朵莉亚&海诺】CG《人鱼之歌》—— “今晚的烟火大会，一起去看吧”,BV1mc411d7ae,https://b23.tv/BV1mc411d7ae,王者荣耀,4842729,12304,7262,166404,17779,54989,22565,"['游戏', '电子竞技', '美人鱼', '王者荣耀', '电子竞技', '王者新英雄朵莉亚今日上线', '王者朵莉亚人鱼之歌CG', 'MOBA']"
你三个鸡娃儿是点家教都没得啊！,BV1Sc41197kE,https://b23.tv/BV1Sc41197kE,果子哥哥工作室,2651774,1000,1623,304748,30261,63752,43619,"['生活', '搞笑', '重庆方言', '方言配音', '大坏狐狸']"
在家做个反重力感的悬浮边几，cup差点儿烧了～,BV1NQ4y1p7DL,https://b23.tv/BV1NQ4y1p7DL,王一工iMok,3658125,1516,1425,236168,8827,36780,5338,"['いいのかな (这样好吗)', '家居整活大赏', '生活', '家居房产', 'DIY', '悬浮茶几', '张拉整体', '我在B站搞装修']"
【白嫖失败】3分钟带你感受中国超级大枪的压迫感！,BV15C4y1H7LK,https://b23.tv/BV15C4y1H7LK,含亮老师,3026672,10075,6308,350113,246639,39154,6805,"['亮出你的格斗技', '运动', '运动综合', '冷兵器', '武术', '传统武术', '有亿点功夫第3期']"
【真实锐评】WBG晋级四强：打个NRG闹麻了，纠正一下 是闹进四强了！,BV1qj411a7DY,https://b23.tv/BV1qj411a7DY,真实电竞,1021420,3059,3835,42431,5172,1461,1278,"['英雄联盟S13', '游戏', '电子竞技', '小虎', 'BLG', 'JDG', 'LPL', 'LNG', 'xiaohu', 'theshy', 'WBG', 'wbg']"
作者发烧55度做出来的免费游戏,BV1jN411G7a5,https://b23.tv/BV1jN411G7a5,某幻君,4113183,22401,3519,257814,109077,124919,9715,"['游戏', '单机游戏', '搞笑', '游戏', '娱乐', '某幻', '沙雕', '独自在家']"
三局之内定胜负，否则……【原神MMD|素晴】,BV1Ge411R7m2,https://b23.tv/BV1Ge411R7m2,Stormz67,2407523,709,1053,370770,16329,74554,8036,"['原神UP主激励计划', '动画', 'MMD·3D', 'MMD', '原神', '抽卡', '胡桃', '为美好的世界献上祝福', '原神MMD', '芙宁娜', 'Stormz67']"
剧情解读【进击的巨人最终季】后篇--不负十年--完结撒花,BV1bw411s79q,https://b23.tv/BV1bw411s79q,壮烈成仁-,1589709,16562,11651,118227,115625,60807,15030,"['Love & Loss', '动画', '动漫杂谈', '三笠', '进击的巨人', '进击的巨人最终季', '巨人', '艾伦耶格尔', '谏山创', '兵长', 'mappa']"
爆改绵羊料理！结果实在是绷不住了！！,BV15w411M7cb,https://b23.tv/BV15w411M7cb,宝剑嫂,2578163,9012,3758,231943,78999,22737,5938,"['秋冬松弛感妆容', '时尚', '美妆护肤', '化妆', '美妆', '搞笑', '生活', '美妆教程', '日常', '绵羊料理', '分享', '妆容', '秋冬时尚灵感手册']"
《崩坏：星穹铁道》1.5版本PV：「迷离幻夜谈」,BV1Uu4y1h7RG,https://b23.tv/BV1Uu4y1h7RG,崩坏星穹铁道,2324150,4683,3997,142831,26467,18968,8871,"['游戏', '手机游戏', '崩坏：星穹铁道', '银枝', '崩坏星穹铁道', '藿藿', '迷离幻夜谈', '米哈游', 'miHoYo', '版本PV']"
《剑 齿 虎》,BV1yz4y1A7a5,https://b23.tv/BV1yz4y1A7a5,聒噪的山海君,1818461,2415,2041,107141,31037,9159,9777,"['The Fox', '英雄联盟S13', '游戏', '电子竞技', 'the shy', 'LPL', '英雄联盟', '电子竞技', 'xiaohu', 'S赛', 'WBG', '游戏鉴赏家', '整活']"
【原神】夏洛蒂的普通攻击也太好玩了~,BV12Q4y1n7u6,https://b23.tv/BV12Q4y1n7u6,莫娜摸鱼专用,2129433,2588,4094,159868,12888,19011,22713,"['Welcome To New York', '原神UP主激励计划', '游戏', '手机游戏', '无伤', '游戏视频', '枫丹全是水，所以我要水视频', '1血', '夏洛蒂', '整活', '雷电将军', '雷神周本']"
打呼噜不是病，打起来真要命,BV1aH4y1z7dr,https://b23.tv/BV1aH4y1z7dr,星有野,2713885,1977,1911,222305,24852,20524,6918,"['动画', '短片·手书', '动画短片', '搞笑', '动画', '日常', '生活', '原创动画', '猫小弟', '星有野', '打呼噜']"
豪门黑吃黑！他们竟然合作悬疑片了！？全员反派！年度巨作《你在说谎》震撼上映！,BV1nN4y1r75d,https://b23.tv/BV1nN4y1r75d,y_黑鲨麦旋风,1237805,7967,9064,133258,83793,57251,17278,"['影视神仙剪刀手', '影视', '影视剪辑', '杨蓉', '张若昀', '魏大勋', '刘亦菲', '赵丽颖', '影视剪辑', '电影', '陈都灵', '神仙剪刀手', '赵仁杰']"
UP主耗时半年多，为你讲述英国是如何从一个边缘岛国崛起为世界霸主，再到最后退缩回不列颠，这跌宕起伏的千年英国史。,BV1TQ4y1n7kK,https://b23.tv/BV1TQ4y1n7kK,周侃侃plus,1384577,5723,1721,108982,73273,138089,6808,"['万物研究所', '知识', '人文历史', '历史', '英国', '万物研究所·第11期']"
【阿斗】它颠覆了以往所有吸血鬼电影！地球被吸血鬼占领，只剩5%的人类被圈养沦为食物！《嗜血破晓》,BV1hu4y187SV,https://b23.tv/BV1hu4y187SV,阿斗归来了,2426529,8958,2272,81948,10546,15881,2158,"['通勤时间看完一部电影', '影视', '影视杂谈', '科幻', '电影解说', '威廉·达福', '伊桑·霍克', '吸血鬼', '惊悚', '影评杂谈', '最强安利王3.0', '嗜血破晓']"
【鬼谷闲谈】纤毛虫：满级单细胞生物是怎样的存在,BV1Aw411M7ee,https://b23.tv/BV1Aw411M7ee,芳斯塔芙,2380352,11944,2305,167581,38374,44309,9206,"['万物研究所', '知识', '科学科普', '生物', '草履虫', '演化', '单细胞生物', '纤毛虫', '鬼谷闲谈', '万物研究所·第11期']"
贵妃·年氏：历史上的华妃到底什么样？【雍正王朝】,BV1uz4y1N7uX,https://b23.tv/BV1uz4y1N7uX,正直讲史-李正Str,1071248,6990,2878,57768,28311,8396,3090,"['知识', '人文历史', '甄嬛传', '华妃', '望舒心', '雍正', '清朝', '雍正王朝', '年世兰', '年羹尧', '年妃', '敦肃皇贵妃']"
只靠提问，找到6个人里的财务自由者!丨以假乱真1,BV1HC4y1H7uh,https://b23.tv/BV1HC4y1H7uh,-LKs-,2433514,36556,7199,143904,51122,27876,25361,"['今天也在好好生活', '生活', '日常', '理财', '职场', '对比', '挑战', '谁是卧底', 'FIRE', '消费', '资产', '盲猜', '生活万花筒8.0 看见生活B面']"
【战双帕弥什】万世同流 | 曲·启明角色动画短片,BV1Le411X7tD,https://b23.tv/BV1Le411X7tD,战双帕弥什,1258367,2307,2788,47777,29046,14683,7094,"['游戏', '手机游戏', '战双帕弥什', '手游', '游戏CG', 'PV', '角色动画短片', '万世同流', '动作游戏', '曲', '战双']"
醉里挑灯看剑，梦回吹角连营#辛弃疾,BV1pc411R7Yt,https://b23.tv/BV1pc411R7Yt,画客行唯一号,7671433,1825,5427,1048644,126224,117750,14918,"['生活', '绘画', '绘画', '诗词', '中国']"
教你一张纸折个初音未来,BV1ye411X79s,https://b23.tv/BV1ye411X79s,鸽咕咕咕咕菜,2051313,2085,1896,334941,29244,169785,20781,"['生活', '手工', '折纸', '手工', '初音ミク', '创意', '艺术']"
“这座无字碑，抹去她姓名，斩断她一生”【傀儡记10.0无名新娘】,BV1J84y197pA,https://b23.tv/BV1J84y197pA,頎三73,824844,1054,1171,83202,30263,24117,4306,"['无字碑', '跳一支秋日国风舞', '舞蹈', '国风舞蹈', '中国风', '舞蹈', '原创编舞', '傀儡记', '73作品', '鬼新娘', '頎三73', '秋日舞蹈激励计划']"
严重的电路故障往往都有含金量较高的原因,BV1Mu4y1J73V,https://b23.tv/BV1Mu4y1J73V,城阳电工电路,8858044,30220,17954,1188615,413067,199258,169961,"['科技', '科工机械', '电路', '安全用电', '漏电', '故障', '严重', '电工知识']"
史上最炫团建,BV1EN4y167uS,https://b23.tv/BV1EN4y167uS,小傲想睡觉,6540810,62067,7058,444209,271117,148067,8541,"['双11省学指南', '生活', '搞笑', 'vlog', '搞笑', '生活', '生活记录', '小潮', '沙雕', '团建', '天猫双11', '小潮team']"
在自己婚礼上放《大型纪录片》，五星上将麦克阿瑟倾情出演,BV1Tg4y1R7Sg,https://b23.tv/BV1Tg4y1R7Sg,之涵大战L大超,5163249,5296,7785,413620,165818,47292,29867,"['大型纪录片', '影视', '短片', '婚礼', '纪录片', '麦克阿瑟', '五星上将']"
当寄生虫感染上了寄生虫，谁能胜出？,BV1Ve41197Pq,https://b23.tv/BV1Ve41197Pq,纪录频道Nature,9026267,30324,10429,531692,98770,180912,77193,"['动物圈', '动物二创', '动物世界', '自然', '纪录片']"
【毕导】13年过去了，我终于毕业啦！,BV19c411o7os,https://b23.tv/BV19c411o7os,毕导,4042189,17636,6672,437919,233686,76299,44319,"['随手记录我的生活碎片', '生活', '日常', '校园', '毕业', '学习', '延毕', '科研', '博士', '论文', '读博', '化工', '生活万花筒8.0 看见生活B面']"
印度公主如何成为英国特工？【硬核狠人60】,BV16M411X7A6,https://b23.tv/BV16M411X7A6,小约翰可汗,3204970,22922,6931,241307,119199,38921,7237,"['历史人文档案馆', '知识', '人文历史', '印度', '历史', '英国', '人文', '战争', '硬核', '知识', '特工', '狠人']"
史上最打动人心的游戏，玩过的人都致郁了！,BV1zN4y1k7Z1,https://b23.tv/BV1zN4y1k7Z1,明月沧澜,3324995,3823,1572,199728,24137,79034,7992,"['推荐宝藏游戏', '游戏', '单机游戏', '游戏解说', '游戏集锦', 'STEAM', '独立游戏', '游戏资讯', '游戏杂谈', '杂谈', '致郁', '艾迪芬奇的记忆']"
创死心里每一只小鹿,BV1oN411W76d,https://b23.tv/BV1oN411W76d,-显眼宝-,5563245,4017,2615,549362,26212,31033,12079,"['春节调休的精神状态', '影视', '小剧场', '原创', '显眼宝', '社恐', '反转搞笑', 'B站小剧场6.0']"
「小白」关于小米 14/14 Pro 都在这了！,BV1nu4y1Y7XZ,https://b23.tv/BV1nu4y1Y7XZ,小白测评,2754191,18919,10090,110282,53304,19351,16851,"['科技猎手2023', '科技', '数码', '数码', '小米手机', '小米', '小米14', '8Gen3', '手机平板', '小白测评', '小米14Pro', '小米14系列']"
送盲人一只「电子导盲犬」，能代替真狗吗？！,BV1AH4y197m6,https://b23.tv/BV1AH4y197m6,庄子HD,2570959,2046,2172,59772,10041,7486,1320,"['和未来做朋友', '生活', '出行', '机器人', '智能', '科技', '小米', '视力障碍者', 'CyberDog2', '带盲人朋友体验智能导盲犬', '导盲犬', '无障碍']"
如何在家制造可食用餐具,BV1SN411W74G,https://b23.tv/BV1SN411W74G,嘤武罗,5644299,9284,2161,541148,115079,79287,3732,"['美食生活，11UP', '美食', '美食制作', '美食制作', '可食用餐具']"
致1000年后，这是1215个人留下的信息。,BV1Mc411Z7VY,https://b23.tv/BV1Mc411Z7VY,影视飓风,1963180,6087,3673,210756,90882,57400,14549,"['Lovely paradise', '科技生活，11UP', '生活', '日常', '流浪地球', '4K', 'vlog', '小米', '生活记录', '混剪', '送给未来的礼物', '征集', '催泪', '惊喜生活，11UP']"
《白荆回廊》终极测试 | Binary Star全新单曲「偶像自白书」正式发布,BV1eH4y197Rs,https://b23.tv/BV1eH4y197Rs,白荆回廊,6100975,2138,2383,105794,54955,46300,2971,"['游戏', '手机游戏', '手机游戏', '古剑奇谭', 'MV', 'PV', '白荆回廊', '芙蕖', '上海烛龙', 'Binary Star', '司危']"
【爆肝】挑战在一个区块里生存100天，直接挖空！,BV1ch4y1q7Zd,https://b23.tv/BV1ch4y1q7Zd,史蒂猪StevenPig,8433689,5417,1591,317165,123990,134142,4933,"['万物皆可游戏', '游戏', '单机游戏', '我的世界', '沙盒游戏', '单机游戏', 'MC', 'Minecraft', '史蒂猪', '爆肝']"
【2023共创之夜】完整版回放：欢迎来到王者荣耀,BV1Mj411v7Vy,https://b23.tv/BV1Mj411v7Vy,王者荣耀,10078218,19226,2895,211460,57606,41018,8378,"['游戏', '电子竞技', '王者荣耀']"
各地人眼中的正宗美食,BV1tH4y1r71Z,https://b23.tv/BV1tH4y1r71Z,粤知一二,4550008,6624,5559,344591,8997,27779,4053,"['搞笑新星训练营', '生活', '搞笑', '美食', '搞笑', '栋笃笑', '娱乐', '广东', '郭嘉峰', '地域差异', '粤知一二', '搞笑研究所2023 7.0 万圣节来搞怪']"
两个人的恋爱其实是两个寝室的努力！,BV17y4y1A7bX,https://b23.tv/BV17y4y1A7bX,我是刘大悦le,4192660,734,1809,317324,3008,26225,6966,"['搞笑小剧场开演了', '影视', '小剧场', '搞笑', '剧情', '原创', 'B站小剧场6.0']"
“如何征服全村的狗子”,BV1DN4y1k7dH,https://b23.tv/BV1DN4y1k7dH,吴木良,3449651,4212,1992,274431,66902,83000,8785,"['双11“抄级”课代表', '生活', '三农', '农村', '诚实一口', '记录美好农村生活', '诚实一口蛋白专家', '记录', '小狗', '乡村生活']"
《王者荣耀世界》6分钟实机演示发布-「为战斗加点恶作剧」,BV1Sy4y1w7QM,https://b23.tv/BV1Sy4y1w7QM,王者荣耀世界,3291126,20022,25655,119002,8399,10549,51269,"['王者荣耀世界6分钟实机演示发布', '游戏', '网络游戏', 'RPG', '王者荣耀', '实机演示', '6分钟', '开放世界']"
100块挑战东北早市，看能不能把仨战士吃饱,BV1ve41197Zu,https://b23.tv/BV1ve41197Zu,吃不饱仨战士,2491146,3600,2982,204596,38434,8453,7325,"['金秋十月·美食分享记', '美食', '美食侦探', '东北', '东北早市', '早市']"
上课做梦打球，10秒内笑失声系列！！！,BV1jN4y1k7e5,https://b23.tv/BV1jN4y1k7e5,No-Solution篮球,6122777,2657,2520,651317,47094,177199,50750,"['Salt', '惊喜生活，11UP', '运动', '篮球', '搞笑', '爆笑', '篮球', '梦中到现实的联系', '不开心必看系列']"
83岁老人，一人一车骑行全国，一天一百到两百公里，直接刷新了我的认知,BV1ne41197CJ,https://b23.tv/BV1ne41197CJ,我是凡人繁星,1556241,2024,2772,172830,11609,18574,9227,"['やわらかな光 (YAWARAKANA HIKARI)', '三农繁星计划', '生活', '三农', '生活记录', '骑行', '旅途', '老人', '三农繁星计划13.0 天南海北新农人']"
当父母来到你的城市,BV1SQ4y1H7gQ,https://b23.tv/BV1SQ4y1H7gQ,派小轩,4303900,729,2050,320276,8827,9737,2494,"['搞笑小剧场开演了', '影视', '小剧场', '短片', '搞笑', '剧情', '原创', '剧情向', 'B站小剧场6.0']"
【半佛】喜茶疯了，奶茶哭了,BV1Qu4y1Y7t8,https://b23.tv/BV1Qu4y1Y7t8,硬核的半佛仙人,2181820,2570,3520,80915,5703,6760,5400,"['万物研究所', '知识', '财经商业', '奶茶', '饮料', '财经', '美食', '情感', '生活', '魔幻', '商业', '喜茶', '万物研究所·第11期']"
因为生理羞耻，我被一群小学生嘲笑了….,BV1Qg4y1d72Z,https://b23.tv/BV1Qg4y1d72Z,拉宏桑,3727506,7023,6890,291965,159486,57949,10886,"['年轻人的职业有多新奇', '生活', '日常', '搞笑', '日常', '生活', '生活记录', '卫生巾', '月经', '老师', '乡村', '小学生', '生活万花筒8.0 看见生活B面']"
粉墨设计师给我做衣服？！万元明星礼服随便穿,BV1Rw411q77B,https://b23.tv/BV1Rw411q77B,知名相声演员BBBBB大王,1155508,2123,663,67333,4199,4126,780,"['双11“抄级”课代表', '时尚', '美妆护肤', '种草', '美妆', 'vlog', '韩国', '搞笑', '礼服', '时尚', 'kpop', '设计师', '时髦精的必备单品']"
误入咒术片场无故加班的普通上班族,BV1zu4y1E7oH,https://b23.tv/BV1zu4y1E7oH,哦桑ohsan,1605530,705,921,115600,8359,21121,6877,"['Killer', '惊喜生活，11UP', '动画', '综合', '误解向', '吉良吉影', '咒术回战', 'JOJO的奇妙冒险', '动漫恶搞', '咒术回战 第二季', 'jojo', '五条悟', '脑洞乱入']"
《崩坏：星穹铁道》托帕&账账角色PV——「专家教学」,BV1kN4y1r7AL,https://b23.tv/BV1kN4y1r7AL,崩坏星穹铁道,3034634,9683,7675,228417,65366,42639,26494,"['游戏', '手机游戏', '崩坏：星穹铁道', '崩坏星穹铁道', '托帕&账账', '角色PV', '米哈游', 'miHoYo']"
【vlog】骑着小破车去到内蒙古，找回重新开始的勇气,BV19j411e71L,https://b23.tv/BV19j411e71L,小缸,1136154,28468,8529,163412,266447,61501,16729,"['今天也在好好生活', '生活', '日常', '静静', '小缸team', '丽丽', '内蒙古', '摩旅', '小缸', '巧格i']"
星闪技术上手体验：万物互联的根基？,BV1ec41197F6,https://b23.tv/BV1ec41197F6,极客湾Geekerwan,1473174,4492,5413,79362,16092,10961,5541,"['科技生活，11UP', '科技', '数码', '华为', '雷神鼠标', '星闪技术', '星闪鼠标', 'HUAWEI', '星闪', '惊喜生活，11UP']"
《一种新的聊天方式》,BV1J94y1j7wH,https://b23.tv/BV1J94y1j7wH,不会聊天的小七,3570676,1390,1304,282462,26188,35505,24377,"['今天你搞笑了吗', '生活', '搞笑', '搞笑', '幽默', '方式', '聊天', '交流', '搞笑研究所2023 7.0 万圣节来搞怪']"
“天下一统”背后隐藏的“惊天动机”！「三国归晋」,BV1nQ4y1H7Eb,https://b23.tv/BV1nQ4y1H7Eb,勇敢De永,2067765,5840,1715,124669,26699,30728,2328,"['知识', '人文历史', '历史', '三国', '姜维', '司马昭', '西晋', '曹髦']"
【修一j】成功把蜥蜴标本复活成了冰霜骨龙！,BV1ay4y1w7x1,https://b23.tv/BV1ay4y1w7x1,修一j,1527356,1592,1226,75545,37693,35933,3925,"['科技', '极客DIY', 'DIY', '标本', '手工制作', '权力的游戏', '创意', '蜥蜴', '冰霜', '骨龙', '骨骼标本']"
《明日方舟》限定干员「塑心」前瞻PV,BV1We41197Tc,https://b23.tv/BV1We41197Tc,明日方舟,1028145,8457,3920,90934,26137,14882,11137,"['游戏', '手机游戏', '明日方舟']"
